Name,Age,Gender,Marital Status,Employment Type,Industry,Years with Current Employer,Education Level,CIBIL Score,Loan Type,Loan Purpose,Loan Amount Requested,Loan Tenure,Existing Loans,Loan Repayment History,DTI Ratio,Credit Utilization Ratio,Credit Card Payment Behavior,Monthly Income,Income Stability,Total Savings & Deposits,Bank Account Activity,Large Transactions Before Loan,Number of Credit Cards,Total Credit Limit,Utility & Rent Payments History,Fraud
Dana Stewart,60,Male,Single,Self-Employed,Manufacturing,8,PhD,863,Business Loan,Working Capital,376846,84,4,Poor,0.31,0.92,On-Time,152797,Unstable,14672,High,1,1,283293,Late Payments,0
Cody Graham,62,Female,Single,Self-Employed,Education,13,Masters,502,Business Loan,Working Capital,19357,36,4,Poor,0.18,0.46,Missed Payments,112887,Stable,399197,High,1,3,174541,Late Payments,0
Jessica Jennings,31,Male,Married,Salaried,Healthcare,17,PhD,407,Car Loan,Car Repair,276405,36,1,Poor,0.85,0.97,Missed Payments,126227,Stable,44871,Low,1,4,355841,Missed Payments,1
Scott Howard,40,Female,Married,Salaried,Healthcare,11,Bachelors,721,Personal Loan,Wedding,450211,12,2,Average,0.22,0.49,Missed Payments,25968,Stable,314448,High,0,1,261582,On-Time,0
Kelly Baker,58,Male,Divorced,Salaried,Education,13,PhD,386,Home Loan,Property Investment,475543,72,3,Poor,0.17,0.86,Late Payments,88318,Unstable,315470,High,0,2,233921,Missed Payments,0
Kara Jones,54,Female,Married,Unemployed,Education,17,PhD,613,Home Loan,Home Renovation,103844,72,0,Good,0.86,0.91,Late Payments,41120,Stable,317356,Low,1,3,69889,On-Time,0
Brian Nichols,57,Male,Single,Self-Employed,IT,3,High School,562,Home Loan,Property Investment,492122,72,4,Poor,0.37,0.59,Late Payments,88694,Unstable,419030,Low,0,2,332251,Late Payments,0
Amy Hughes,22,Male,Divorced,Salaried,Healthcare,5,Masters,683,Car Loan,Vehicle Purchase,35564,60,4,Poor,0.48,0.19,Late Payments,154072,Unstable,226144,Moderate,0,4,438620,On-Time,0
William Rose,43,Male,Married,Salaried,Manufacturing,2,Bachelors,640,Business Loan,Working Capital,10648,48,1,Average,0.41,0.55,Late Payments,96964,Unstable,379157,Low,1,2,494171,Late Payments,0
Amy Hughes,22,Male,Divorced,Salaried,Healthcare,5,Masters,683,Car Loan,Vehicle Purchase,35564,60,4,Poor,0.48,0.19,Late Payments,154072,Unstable,226144,Moderate,0,4,438620,On-Time,0
Chad Chavez,33,Male,Divorced,Unemployed,IT,6,PhD,602,Home Loan,Buying a House,452348,60,4,Good,0.89,0.54,Late Payments,49105,Unstable,147268,High,1,4,267904,On-Time,0
Jessica Miller,53,Male,Married,Self-Employed,Manufacturing,18,Masters,361,Car Loan,Vehicle Purchase,156780,84,3,Poor,0.83,0.43,Missed Payments,168804,Unstable,381264,High,0,4,185645,Late Payments,1
James Johnson,63,Female,Married,Unemployed,IT,16,Masters,684,Car Loan,Vehicle Purchase,212977,60,0,Good,0.55,0.88,Late Payments,171930,Unstable,320425,Low,0,4,214845,Late Payments,0
Meghan Lopez,69,Female,Single,Salaried,Healthcare,8,PhD,581,Car Loan,Car Repair,147182,24,3,Average,0.17,0.17,Missed Payments,115852,Unstable,423907,High,0,2,402210,Missed Payments,0
Alexa White,23,Male,Married,Unemployed,Education,0,Masters,319,Personal Loan,Medical Emergency,164541,96,1,Good,0.21,0.12,Missed Payments,190698,Stable,430938,High,0,1,169971,On-Time,0
Sheri Middleton,27,Male,Single,Unemployed,Manufacturing,7,Bachelors,409,Personal Loan,Wedding,354945,84,2,Poor,0.52,0.6,Late Payments,109077,Stable,484298,Low,1,1,482747,On-Time,0
Steven Montgomery,33,Male,Married,Salaried,Finance,10,PhD,320,Personal Loan,Vacation,343700,12,3,Average,0.22,0.98,On-Time,137898,Unstable,372348,Low,1,1,67675,Missed Payments,0
John Arroyo,30,Male,Married,Unemployed,Manufacturing,16,Masters,637,Home Loan,Home Renovation,36868,84,4,Poor,0.86,0.99,On-Time,143684,Stable,211899,Moderate,1,3,377056,On-Time,0
Jennifer Phillips,68,Male,Divorced,Salaried,Finance,16,PhD,331,Car Loan,Car Repair,20150,12,4,Average,0.65,0.21,On-Time,34849,Stable,244898,High,1,4,257463,Late Payments,0
Cynthia Miller,64,Female,Divorced,Unemployed,Finance,3,PhD,562,Car Loan,Car Repair,461898,12,0,Poor,0.31,0.63,Late Payments,115157,Unstable,418078,Low,1,2,239193,Missed Payments,0
Kevin Williams,55,Female,Divorced,Salaried,IT,17,Masters,604,Business Loan,Business Expansion,338008,12,3,Good,0.48,0.92,On-Time,120305,Stable,124996,Low,0,2,133127,On-Time,0
Alexander Smith,62,Female,Single,Self-Employed,Finance,1,Masters,681,Personal Loan,Debt Consolidation,478685,96,2,Poor,0.4,0.87,On-Time,104137,Unstable,63403,Low,0,2,222615,On-Time,0
Amber Jenkins,33,Male,Divorced,Self-Employed,Healthcare,12,Bachelors,346,Personal Loan,Debt Consolidation,236534,48,3,Poor,0.63,0.74,Missed Payments,188310,Unstable,50769,Moderate,1,4,173461,Late Payments,1
Teresa Banks,48,Female,Single,Self-Employed,Finance,9,High School,322,Personal Loan,Debt Consolidation,78553,36,4,Poor,0.88,0.77,Missed Payments,107084,Unstable,366432,Low,1,4,87741,Missed Payments,1
Wyatt Williams,45,Female,Single,Salaried,Education,3,Bachelors,750,Car Loan,Vehicle Purchase,65488,96,0,Poor,0.44,0.58,Late Payments,159448,Unstable,27335,High,1,4,258166,Missed Payments,0
Kimberly Hickman,45,Male,Single,Unemployed,Finance,10,Bachelors,861,Business Loan,Equipment Purchase,468171,36,0,Poor,0.15,0.12,Late Payments,149908,Unstable,371947,Low,1,1,193903,Missed Payments,0
Scott Howard,40,Female,Married,Salaried,Healthcare,11,Bachelors,721,Personal Loan,Wedding,450211,12,2,Average,0.22,0.49,Missed Payments,25968,Stable,314448,High,0,1,261582,On-Time,0
Carolyn Lindsey,57,Female,Single,Salaried,Finance,8,High School,414,Personal Loan,Medical Emergency,173791,60,4,Poor,0.66,0.16,Missed Payments,84891,Unstable,95267,High,1,2,192444,Missed Payments,1
Cody Graham,62,Female,Single,Self-Employed,Education,13,Masters,502,Business Loan,Working Capital,19357,36,4,Poor,0.18,0.46,Missed Payments,112887,Stable,399197,High,1,3,174541,Late Payments,0
Nathan Wong,27,Male,Married,Salaried,Finance,3,PhD,381,Personal Loan,Wedding,255967,36,0,Poor,0.78,0.8,Late Payments,79406,Unstable,143563,Moderate,0,3,163782,On-Time,0
Jennifer Cummings,30,Male,Married,Self-Employed,Finance,6,Bachelors,810,Car Loan,Car Repair,220494,60,4,Poor,0.22,0.88,Missed Payments,55026,Unstable,266251,Moderate,1,3,360935,Late Payments,0
Spencer Norton,58,Female,Divorced,Salaried,Finance,5,Bachelors,862,Car Loan,Car Repair,183670,36,1,Average,0.65,0.82,On-Time,100826,Unstable,96155,Moderate,0,3,467349,Late Payments,0
Tracey Doyle,35,Female,Married,Unemployed,Education,13,Masters,368,Business Loan,Business Expansion,200188,12,4,Average,0.21,0.53,Late Payments,39874,Unstable,255823,Low,1,2,188463,Late Payments,0
Tabitha Barrera,33,Male,Single,Unemployed,Manufacturing,18,PhD,707,Business Loan,Equipment Purchase,24839,24,0,Good,0.25,0.92,Missed Payments,81510,Unstable,87630,Moderate,1,2,453352,Missed Payments,0
Gina Montes,39,Male,Single,Unemployed,Manufacturing,17,Bachelors,739,Car Loan,Car Repair,432681,60,1,Poor,0.56,0.29,Missed Payments,90062,Stable,150395,High,1,4,95861,Late Payments,0
Jessica Jennings,31,Male,Married,Salaried,Healthcare,17,PhD,407,Car Loan,Car Repair,276405,36,1,Poor,0.85,0.97,Missed Payments,126227,Stable,44871,Low,1,4,355841,Missed Payments,1
Timothy Mora,36,Female,Divorced,Self-Employed,Finance,8,Masters,866,Car Loan,Vehicle Purchase,454766,84,4,Average,0.83,0.62,On-Time,179509,Stable,148199,Moderate,1,2,271609,Late Payments,0
Robert Hess,27,Female,Divorced,Unemployed,Manufacturing,6,PhD,361,Personal Loan,Medical Emergency,239562,60,2,Poor,0.49,0.7,Missed Payments,105269,Stable,364332,Low,0,4,100760,Missed Payments,0
Kiara Nelson,19,Male,Married,Unemployed,Healthcare,13,Masters,696,Business Loan,Working Capital,438077,60,2,Average,0.21,0.84,Missed Payments,140056,Stable,47900,High,1,3,89156,Late Payments,0
Michael James,50,Female,Single,Self-Employed,Manufacturing,13,Bachelors,468,Business Loan,Working Capital,210994,48,4,Poor,0.26,0.5,Late Payments,108323,Unstable,460507,Low,1,1,337552,Late Payments,0
Claire Porter,48,Female,Married,Salaried,Manufacturing,19,PhD,843,Business Loan,Equipment Purchase,247624,12,1,Poor,0.85,0.17,Missed Payments,152687,Unstable,193793,Moderate,1,1,345764,Missed Payments,0
Chad Blake,49,Female,Single,Unemployed,IT,2,Masters,442,Business Loan,Business Expansion,64499,96,0,Poor,0.63,0.87,Missed Payments,93177,Unstable,236064,High,0,3,64767,Late Payments,1
Carmen Byrd,49,Male,Married,Salaried,Manufacturing,5,Bachelors,553,Business Loan,Working Capital,388863,72,3,Average,0.54,0.32,Missed Payments,32449,Unstable,389269,Low,1,1,196756,Late Payments,0
Mr. John Hall MD,66,Female,Married,Self-Employed,Finance,8,PhD,570,Personal Loan,Debt Consolidation,475241,84,0,Good,0.71,0.48,Missed Payments,127579,Unstable,439235,High,0,3,66126,On-Time,0
Elizabeth Poole,63,Female,Married,Unemployed,Education,0,PhD,622,Personal Loan,Wedding,147723,36,4,Average,0.88,0.85,On-Time,42977,Unstable,184875,Moderate,1,3,451966,Late Payments,0
Shane Jones,54,Male,Divorced,Salaried,IT,14,High School,378,Home Loan,Home Renovation,22563,24,2,Average,0.34,0.45,Missed Payments,73928,Unstable,249955,Low,0,2,320467,Missed Payments,0
Antonio Brennan,29,Male,Single,Salaried,IT,6,High School,603,Home Loan,Home Renovation,71514,24,1,Poor,0.56,0.19,On-Time,109058,Stable,303393,High,1,1,142019,Missed Payments,0
Colleen Thompson,55,Female,Divorced,Self-Employed,Education,3,PhD,851,Business Loan,Equipment Purchase,105152,12,4,Average,0.59,0.77,On-Time,120577,Unstable,57955,High,0,4,426444,Missed Payments,0
Chad Blake,49,Female,Single,Unemployed,IT,2,Masters,442,Business Loan,Business Expansion,64499,96,0,Poor,0.63,0.87,Missed Payments,93177,Unstable,236064,High,0,3,64767,Late Payments,1
Robert Henson,59,Female,Married,Self-Employed,Education,6,PhD,656,Personal Loan,Vacation,442140,60,4,Average,0.1,0.41,Late Payments,77277,Stable,405951,Low,1,2,74262,Late Payments,0
James Liu,49,Male,Divorced,Self-Employed,Manufacturing,19,High School,527,Home Loan,Buying a House,142600,12,0,Good,0.53,0.41,Missed Payments,111023,Stable,207574,Low,0,4,278449,On-Time,0
Jennifer Cohen,67,Female,Married,Self-Employed,Healthcare,3,PhD,756,Car Loan,Vehicle Purchase,204826,24,4,Average,0.74,0.99,Missed Payments,139342,Stable,29352,High,0,3,153387,Missed Payments,0
Terry Rich,21,Female,Married,Unemployed,IT,2,High School,302,Car Loan,Car Repair,258586,72,3,Good,0.63,0.51,Missed Payments,69024,Stable,44915,Low,1,4,282302,On-Time,0
Joanna Garcia,27,Female,Single,Self-Employed,IT,8,PhD,822,Home Loan,Property Investment,351444,24,1,Poor,0.24,0.31,Late Payments,133025,Stable,28691,High,0,4,442043,Late Payments,0
Daniel Warner,46,Male,Single,Salaried,IT,17,PhD,516,Home Loan,Home Renovation,278254,60,4,Average,0.82,0.29,Late Payments,155521,Unstable,425800,High,1,1,226277,Late Payments,0
April Small,20,Female,Married,Unemployed,IT,5,Masters,714,Home Loan,Property Investment,486767,36,2,Poor,0.16,0.8,On-Time,66718,Unstable,351705,Low,1,4,89158,Missed Payments,0
Tara Browning,36,Female,Married,Salaried,Finance,14,Bachelors,498,Car Loan,Vehicle Purchase,459636,72,2,Average,0.13,0.93,On-Time,167792,Unstable,253787,High,0,3,224494,Late Payments,0
Brandon Russell,23,Male,Married,Self-Employed,Finance,18,Bachelors,551,Car Loan,Vehicle Purchase,490338,96,1,Good,0.58,0.61,Missed Payments,40375,Unstable,67437,Moderate,0,3,305939,On-Time,0
Kelly Baker,58,Male,Divorced,Salaried,Education,13,PhD,386,Home Loan,Property Investment,475543,72,3,Poor,0.17,0.86,Late Payments,88318,Unstable,315470,High,0,2,233921,Missed Payments,0
Carolyn Lindsey,57,Female,Single,Salaried,Finance,8,High School,414,Personal Loan,Medical Emergency,173791,60,4,Poor,0.66,0.16,Missed Payments,84891,Unstable,95267,High,1,2,192444,Missed Payments,1
Jacob Harris,26,Male,Married,Salaried,IT,11,Bachelors,783,Home Loan,Buying a House,248213,72,0,Average,0.54,0.63,Late Payments,47248,Stable,180764,Moderate,1,3,397012,On-Time,0
Justin Nicholson,58,Female,Divorced,Salaried,Education,13,Bachelors,413,Car Loan,Vehicle Purchase,303266,48,2,Poor,0.88,0.42,Late Payments,118929,Unstable,491119,High,1,2,443465,Missed Payments,0
Daniel Salazar,22,Male,Married,Unemployed,Healthcare,19,PhD,726,Home Loan,Property Investment,187725,12,3,Poor,0.52,0.27,Missed Payments,162091,Stable,253310,Moderate,1,2,419695,Missed Payments,0
Nathan Solomon,34,Female,Married,Salaried,Healthcare,6,Bachelors,846,Business Loan,Equipment Purchase,7545,96,2,Good,0.82,0.35,On-Time,132728,Stable,471105,Low,1,4,321617,Missed Payments,0
Erin Sullivan,57,Female,Divorced,Self-Employed,Finance,0,Bachelors,368,Business Loan,Business Expansion,79775,60,1,Average,0.83,0.39,Late Payments,153896,Stable,258522,Low,0,3,260138,Late Payments,0
Kevin Carr,51,Male,Divorced,Unemployed,Finance,0,High School,414,Home Loan,Buying a House,340927,84,4,Good,0.34,0.91,On-Time,125387,Stable,477046,Low,1,1,125300,Late Payments,0
Ronald Ortega,52,Male,Married,Unemployed,Manufacturing,7,Masters,563,Personal Loan,Medical Emergency,374287,60,1,Average,0.32,0.66,On-Time,197020,Unstable,464400,Moderate,1,3,448425,On-Time,0
Brian Guerrero,53,Male,Single,Unemployed,Healthcare,17,Bachelors,828,Business Loan,Business Expansion,197263,48,0,Poor,0.11,0.88,On-Time,35681,Stable,165808,High,0,4,265444,Late Payments,0
Jason Santiago,56,Male,Single,Salaried,IT,16,Masters,304,Personal Loan,Debt Consolidation,415387,36,4,Good,0.55,0.3,Late Payments,183580,Unstable,118620,Moderate,0,3,168423,Missed Payments,0
Robert Mccarthy,46,Male,Married,Salaried,Finance,7,PhD,343,Personal Loan,Medical Emergency,62404,84,4,Average,0.64,0.65,Missed Payments,125690,Unstable,195047,High,0,2,351120,On-Time,0
Jason Powell,41,Male,Single,Self-Employed,Finance,12,High School,585,Business Loan,Equipment Purchase,287680,36,2,Poor,0.4,0.19,On-Time,99951,Stable,231164,Low,1,3,433757,Late Payments,0
Corey Day,18,Female,Single,Self-Employed,Education,7,High School,481,Car Loan,Car Repair,329133,48,0,Poor,0.41,0.26,Late Payments,131374,Unstable,323287,Low,1,3,193940,Late Payments,0
Joanna Garcia,27,Female,Single,Self-Employed,IT,8,PhD,822,Home Loan,Property Investment,351444,24,1,Poor,0.24,0.31,Late Payments,133025,Stable,28691,High,0,4,442043,Late Payments,0
Shelby Byrd,28,Male,Married,Self-Employed,Manufacturing,7,Masters,682,Home Loan,Home Renovation,36488,72,1,Average,0.26,0.55,Missed Payments,189575,Unstable,312189,Moderate,1,3,377899,On-Time,0
Ricardo Smith,50,Male,Divorced,Salaried,Education,7,PhD,749,Personal Loan,Wedding,107163,36,1,Average,0.15,0.21,Missed Payments,86617,Stable,207776,Low,0,1,332679,Missed Payments,0
Penny Bridges,53,Female,Married,Unemployed,Education,18,Masters,302,Home Loan,Home Renovation,138558,36,0,Average,0.74,0.13,On-Time,69184,Unstable,314623,Moderate,0,3,454048,Late Payments,0
Katie Mckinney,29,Female,Married,Self-Employed,Finance,4,PhD,450,Business Loan,Business Expansion,328819,12,3,Poor,0.62,0.25,On-Time,29790,Stable,215500,Low,1,2,304876,Late Payments,0
Regina Hicks,38,Male,Divorced,Unemployed,Education,7,Bachelors,722,Car Loan,Car Repair,385843,60,4,Poor,0.77,0.51,Missed Payments,128893,Stable,139116,Low,0,1,393591,Missed Payments,0
Aaron Hanna,26,Female,Single,Unemployed,Education,19,Bachelors,459,Personal Loan,Medical Emergency,387258,72,1,Poor,0.78,0.14,Missed Payments,104297,Unstable,399874,Low,1,1,314666,Missed Payments,1
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Tina Terry,39,Male,Divorced,Self-Employed,IT,13,Bachelors,685,Car Loan,Vehicle Purchase,109074,48,1,Average,0.56,0.12,On-Time,172519,Stable,64855,Low,1,2,430565,Late Payments,0
Cody Dillon,60,Male,Divorced,Salaried,IT,7,Masters,677,Car Loan,Car Repair,248745,84,0,Average,0.28,0.8,On-Time,28678,Stable,159320,Low,1,4,416890,Missed Payments,0
Chad Blake,49,Female,Single,Unemployed,IT,2,Masters,442,Business Loan,Business Expansion,64499,96,0,Poor,0.63,0.87,Missed Payments,93177,Unstable,236064,High,0,3,64767,Late Payments,1
Tiffany Figueroa,68,Male,Married,Salaried,IT,11,PhD,334,Home Loan,Home Renovation,470160,96,3,Poor,0.3,0.89,Missed Payments,67093,Stable,239552,High,1,3,204521,On-Time,0
Mrs. April Bradford,61,Female,Divorced,Self-Employed,Education,16,PhD,543,Personal Loan,Medical Emergency,316896,96,4,Poor,0.89,0.78,Missed Payments,182157,Unstable,319477,Moderate,0,2,124770,Missed Payments,0
Mrs. April Bradford,61,Female,Divorced,Self-Employed,Education,16,PhD,543,Personal Loan,Medical Emergency,316896,96,4,Poor,0.89,0.78,Missed Payments,182157,Unstable,319477,Moderate,0,2,124770,Missed Payments,0
Gina Ward,24,Female,Single,Salaried,Finance,13,PhD,634,Personal Loan,Medical Emergency,43164,12,3,Poor,0.65,0.53,Missed Payments,93408,Unstable,310728,Moderate,0,1,369412,Late Payments,0
Linda Francis,62,Male,Married,Unemployed,Manufacturing,2,Bachelors,657,Home Loan,Property Investment,496735,12,2,Average,0.32,0.64,On-Time,22592,Stable,336811,High,1,2,457226,On-Time,0
John Wheeler,19,Male,Married,Self-Employed,Education,12,High School,313,Car Loan,Car Repair,420866,96,4,Average,0.89,0.38,Missed Payments,21949,Stable,430444,Low,0,1,224148,On-Time,0
Lisa Duffy,50,Female,Married,Salaried,Manufacturing,3,High School,413,Car Loan,Vehicle Purchase,119909,96,4,Good,0.87,1,Missed Payments,95151,Unstable,263463,Moderate,0,4,444292,Late Payments,0
Robert Jackson,29,Female,Divorced,Unemployed,Education,2,PhD,552,Personal Loan,Medical Emergency,232768,60,2,Average,0.65,0.95,On-Time,107464,Stable,259207,High,1,4,220032,Missed Payments,0
Anthony Johnson,49,Female,Single,Unemployed,IT,4,PhD,371,Business Loan,Working Capital,45258,48,1,Poor,0.68,0.48,Late Payments,172626,Stable,438191,High,1,2,408533,On-Time,0
Robert Thompson,54,Male,Married,Salaried,Education,2,PhD,845,Car Loan,Vehicle Purchase,403545,72,1,Average,0.87,0.62,Late Payments,40101,Unstable,206348,Low,0,1,245055,On-Time,0
Dale Valdez,69,Male,Single,Unemployed,IT,9,Bachelors,398,Personal Loan,Vacation,411752,12,0,Good,0.6,0.9,On-Time,195979,Stable,155739,Moderate,0,1,113005,Late Payments,0
Gavin Green,57,Male,Single,Unemployed,IT,10,Bachelors,641,Personal Loan,Wedding,70762,24,2,Average,0.17,0.91,On-Time,30569,Unstable,485020,High,0,1,413158,On-Time,0
Andre Cohen,40,Male,Divorced,Self-Employed,Manufacturing,16,PhD,621,Home Loan,Buying a House,265928,48,0,Good,0.81,0.24,Missed Payments,134503,Unstable,461053,High,1,4,78527,Missed Payments,0
Mr. Jose Clark II,57,Female,Married,Salaried,Education,15,Bachelors,843,Car Loan,Car Repair,38902,72,2,Average,0.46,0.68,Late Payments,181659,Stable,164417,Moderate,1,1,305787,Late Payments,0
Kelly Johnson,57,Male,Married,Unemployed,Manufacturing,6,Masters,666,Business Loan,Working Capital,366691,48,2,Poor,0.55,0.15,Late Payments,24690,Unstable,102951,High,1,1,339582,Missed Payments,0
Tracy Spencer,46,Female,Single,Salaried,Healthcare,16,PhD,778,Personal Loan,Medical Emergency,162184,36,0,Average,0.45,0.6,On-Time,104201,Unstable,185827,Low,0,1,98437,On-Time,0
Andrew Garcia,18,Female,Married,Salaried,Finance,11,Masters,698,Personal Loan,Wedding,266876,72,4,Good,0.76,0.52,On-Time,163973,Unstable,152364,High,1,3,123257,Late Payments,0
Elizabeth Davis,18,Male,Divorced,Self-Employed,Healthcare,14,High School,608,Home Loan,Buying a House,81582,60,3,Poor,0.54,0.99,Late Payments,91054,Stable,46197,Moderate,1,2,221067,Missed Payments,0
Thomas Walters,53,Female,Married,Self-Employed,Manufacturing,16,High School,493,Business Loan,Business Expansion,218920,72,0,Poor,0.71,0.5,Missed Payments,114456,Stable,124210,Moderate,0,1,225638,Missed Payments,1
Joanna Garcia,27,Female,Single,Self-Employed,IT,8,PhD,822,Home Loan,Property Investment,351444,24,1,Poor,0.24,0.31,Late Payments,133025,Stable,28691,High,0,4,442043,Late Payments,0
Shawn Cohen,58,Male,Single,Unemployed,Finance,16,Masters,648,Home Loan,Property Investment,93917,96,4,Average,0.5,0.88,Missed Payments,107545,Unstable,400502,High,0,3,411653,On-Time,0
James Walker,60,Female,Divorced,Salaried,Education,15,PhD,359,Home Loan,Buying a House,447680,24,0,Good,0.71,0.4,On-Time,67155,Unstable,142418,Low,0,3,440408,Late Payments,0
Thomas Walters,53,Female,Married,Self-Employed,Manufacturing,16,High School,493,Business Loan,Business Expansion,218920,72,0,Poor,0.71,0.5,Missed Payments,114456,Stable,124210,Moderate,0,1,225638,Missed Payments,1
Scott Jones,47,Male,Married,Unemployed,Education,10,Masters,676,Personal Loan,Wedding,399883,72,1,Average,0.12,0.84,Missed Payments,192417,Stable,121256,Moderate,1,2,449177,Missed Payments,0
